,country,year,gdp_per_capita,suicides/100k pop,75+ years,55-74 years,35-54 years,25-34 years,15-24 years,5-14 years,male,female,HDI for year
1213,Kyrgyzstan,2003,424,137.86,13.809999999999999,41.52,33.67,27.54,19.05,2.27,114.36,23.5,0.6232222222222222
1214,Kyrgyzstan,2004,484,141.33,35.61,32.82,32.05,21.85,16.33,2.67,116.63000000000001,24.7,0.6232222222222222
1215,Kyrgyzstan,2005,533,135.48,27.29,24.99,28.22,30.770000000000003,19.86,4.3500000000000005,114.16,21.32,0.614
1216,Kyrgyzstan,2006,610,145.99,44.14,22.57,26.240000000000002,29.21,20.3,3.5300000000000002,114.41,31.58,0.6232222222222222
1217,Kyrgyzstan,2007,814,125.89,20.18,23.060000000000002,27.799999999999997,25.64,23.5,5.71,93.16,32.730000000000004,0.6232222222222222
1218,Kyrgyzstan,2008,1096,135.96,30.28,27.07,27.549999999999997,28.42,19.009999999999998,3.63,106.13,29.83,0.6232222222222222
1219,Kyrgyzstan,2009,977,113.28,15.670000000000002,18.53,26.39,30.779999999999998,19.619999999999997,2.29,88.84,24.44,0.6232222222222222
1220,Kyrgyzstan,2010,991,143.20000000000002,36.5,24.62,26.19,32.38,21.2,2.31,113.44,29.759999999999998,0.634
1221,Kyrgyzstan,2011,1273,126.89,28.92,21.96,26.130000000000003,25.03,21.96,2.8899999999999997,98.65,28.24,0.639
1222,Kyrgyzstan,2012,1339,140.66,30.59,27.36,28.64,31.13,19.53,3.4099999999999997,103.55,37.11,0.645
1223,Kyrgyzstan,2013,1463,109.84,18.509999999999998,21.099999999999998,23.1,21.65,19.47,6.01,85.55,24.29,0.652
1224,Kyrgyzstan,2014,1465,111.79,20.41,20.16,27.5,23.26,16.04,4.42,86.63,25.16,0.655
1225,Kyrgyzstan,2015,1285,98.37,17.66,17.669999999999998,24.82,15.6,18.18,4.44,76.65,21.72,0.6232222222222222
1226,Latvia,1995,2438,545.62,144.57,136.59,132.11,86.42999999999999,43.82,2.1,451.32,94.3,0.67
1227,Latvia,1996,2526,492.01,128.22,125.87,119.12,74.10000000000001,42.599999999999994,2.1,410.90000000000003,81.11,0.78425
1228,Latvia,1997,2771,492.57,146.79,117.07,111.51,70.38,44.089999999999996,2.73,405.21,87.36,0.78425
1229,Latvia,1998,3061,441.84,112.94,99.11,116.68,67.16,42.64,3.31,365.92,75.92,0.78425
1230,Latvia,1999,3228,420.40999999999997,128.66,101.74,98.68,59.79,30.97,0.57,340.03999999999996,80.37,0.78425
1231,Latvia,2000,3494,453.2,150.71,104.96,97.92999999999999,60.540000000000006,35.4,3.6599999999999997,376.29,76.91,0.727
1232,Latvia,2001,3724,383.49,98.44,98.19,94.96,61.08,28.880000000000003,1.94,314.86,68.63,0.78425
1233,Latvia,2002,4311,367.76,97.72,91.00999999999999,88.31,53.6,34.35,2.77,296.96999999999997,70.78999999999999,0.78425
1234,Latvia,2003,5364,361.63,117.33,78.19,78.3,54.73,30.07,3.01,301.53,60.1,0.78425
1235,Latvia,2004,6644,328.38,98.8,83.47999999999999,71.07,46.92,26.509999999999998,1.6,272.93,55.45,0.78425
1236,Latvia,2005,7916,312.06,77.15,74.75,71.31,55.76,28.78,4.31,251.54,60.519999999999996,0.806
1237,Latvia,2006,10139,288.9,88.88999999999999,63.09,63.4,45.199999999999996,28.32,0.0,247.5,41.4,0.78425
1238,Latvia,2007,14758,295.75,116.91,54.5,56.64,42.769999999999996,21.96,2.9699999999999998,244.63,51.12,0.78425
1239,Latvia,2008,17217,323.69,102.97,74.21,62.83,54.14,27.49,2.05,270.8,52.89,0.78425
1240,Latvia,2009,12890,307.8,91.6,71.59,68.3,50.37,25.939999999999998,0.0,257.33,50.47,0.78425
1241,Latvia,2010,11951,259.34000000000003,65.56,66.44,59.44,42.01,25.89,0.0,230.96,28.38,0.811
1242,Latvia,2011,14447,288.75,96.14000000000001,60.44,55.07,45.68,31.419999999999998,0.0,247.05,41.7,0.8119999999999999
1243,Latvia,2012,14558,267.68,71.6,58.23,66.99000000000001,38.61,31.22,1.03,227.72,39.96,0.8130000000000001
1244,Latvia,2013,15820,242.19,73.12,57.160000000000004,53.78,41.28,15.84,1.01,212.66,29.53,0.816
1245,Latvia,2014,16544,248.81,72.73,56.36,48.0,38.59,33.129999999999995,0.0,208.53,40.28,0.819
1246,Latvia,2015,14382,251.47,80.74000000000001,60.25,48.93000000000001,34.89,25.67,0.99,211.07000000000002,40.4,0.78425
1247,Lithuania,1995,2324,639.3,175.67,143.23,168.32,91.32000000000001,58.589999999999996,2.17,536.89,102.41,0.701
1248,Lithuania,1996,2484,595.61,119.69,150.53,177.98000000000002,80.25,65.0,2.16,486.8,108.80999999999999,0.8035
1249,Lithuania,1997,3008,565.44,106.98,128.53,167.05,96.48,63.84,2.56,474.65000000000003,90.79,0.8035
1250,Lithuania,1998,3354,566.36,130.03,143.22,147.79,90.56,53.66,1.1,474.58,91.78,0.8035
1251,Lithuania,1999,3292,561.53,126.1,122.97999999999999,152.32999999999998,95.65,61.120000000000005,3.35,471.96999999999997,89.56,0.8035
1252,Lithuania,2000,3481,571.8000000000001,108.01,142.3,156.39000000000001,100.74000000000001,62.08,2.28,471.0,100.8,0.754
1253,Lithuania,2001,3719,568.98,141.28,138.13,145.92000000000002,85.8,54.27,3.58,478.13,90.85,0.8035
1254,Lithuania,2002,4360,555.62,115.24,124.58,149.14,97.34,67.23,2.09,472.7,82.92,0.8035
1255,Lithuania,2003,5778,530.52,117.82,123.22,137.58,97.97,52.15,1.78,449.56,80.96,0.8035
1256,Lithuania,2004,7028,503.37,107.31,117.78,127.00999999999999,95.07,53.02,3.1799999999999997,419.23,84.14,0.8035
1257,Lithuania,2005,8229,485.78999999999996,104.67999999999999,128.26,120.41999999999999,86.25,44.73,1.45,411.34999999999997,74.44,0.806
1258,Lithuania,2006,9667,400.57,101.14,103.4,95.64,53.46,43.89,3.04,334.44,66.13,0.8035
1259,Lithuania,2007,12869,406.79,99.87,94.16000000000001,85.21,77.48,45.69,4.38,343.71,63.08,0.8035
1260,Lithuania,2008,15669,430.05,101.88000000000001,87.32,103.59,81.78,54.35,1.13,365.22,64.83,0.8035
1261,Lithuania,2009,12412,437.07,103.4,103.27000000000001,110.74,63.67,52.97,3.02,372.23,64.84,0.8035
1262,Lithuania,2010,12584,395.24,90.96000000000001,96.44,98.22,61.14,47.21,1.27,330.85,64.39,0.827
1263,Lithuania,2011,15097,407.69,96.51,99.13000000000001,97.57,74.36,38.79,1.33,339.45,68.24,0.831
1264,Lithuania,2012,15099,374.12,89.82,85.98,94.08,67.74,34.49,2.01,316.24,57.88,0.8329999999999999
1265,Lithuania,2013,16538,444.56,102.7,94.68,111.24000000000001,76.42,55.96,3.56,372.33,72.23,0.8370000000000001
1266,Lithuania,2014,17442,401.27,115.16,87.92999999999999,87.85,55.699999999999996,51.0,3.63,340.58,60.69,0.839
1267,Lithuania,2015,15073,385.48,103.95,93.12,81.97,62.23,40.53,3.6799999999999997,323.31,62.17,0.8035
1268,Luxembourg,1985,13743,247.39,116.58999999999999,46.36,34.339999999999996,30.159999999999997,10.72,9.22,183.59,63.8,0.7520000000000001
1269,Luxembourg,1986,20004,183.05,49.44,60.34,26.05,36.43,10.79,0.0,140.3,42.75,0.8511000000000001
1270,Luxembourg,1987,24654,243.24,62.5,59.34,53.71,41.769999999999996,25.92,0.0,154.24,89.0,0.8511000000000001
1271,Luxembourg,1988,27676,211.5,34.11,64.67,44.8,56.81,11.11,0.0,164.67,46.83,0.8511000000000001
1272,Luxembourg,1989,29239,261.32,85.4,50.86,51.75,37.09,26.779999999999998,9.440000000000001,199.34,61.98,0.8511000000000001
1273,Luxembourg,1990,36871,233.34,77.76,49.8,49.31,33.3,23.17,0.0,169.01,64.33,0.779
1274,Luxembourg,1991,39465,280.83,110.31,71.41,53.94,29.54,15.63,0.0,225.54000000000002,55.29,0.8511000000000001
1275,Luxembourg,1992,43740,228.37,104.76,45.900000000000006,34.84,26.53,16.34,0.0,138.34,90.03,0.8511000000000001
1276,Luxembourg,1993,44320,207.96,59.87,37.15,47.620000000000005,23.16,40.16,0.0,166.60999999999999,41.35,0.8511000000000001
1277,Luxembourg,1994,48610,277.24,113.21000000000001,54.97,44.89,31.61,32.56,0.0,241.25,35.99,0.8511000000000001
1278,Luxembourg,1995,56499,210.07999999999998,73.16,38.18,42.65,31.46,24.63,0.0,156.63,53.45,0.805
1279,Luxembourg,1996,56169,229.25,78.14,57.18,53.28,19.95,20.700000000000003,0.0,178.28,50.97,0.8511000000000001
1280,Luxembourg,1997,50260,307.6,137.64000000000001,54.67,45.199999999999996,37.16,32.93,0.0,252.41,55.190000000000005,0.8511000000000001
1281,Luxembourg,1998,50788,201.25,69.28,38.99,42.62,25.77,20.599999999999998,3.99,151.73,49.519999999999996,0.8511000000000001
1282,Luxembourg,1999,55054,211.99,68.08,43.129999999999995,44.93,31.799999999999997,20.18,3.87,156.31,55.68,0.8511000000000001
1283,Luxembourg,2000,51841,222.64,98.5,57.73,27.009999999999998,23.3,16.1,0.0,180.92,41.72,0.851
1284,Luxembourg,2001,51391,239.82,89.14,63.45,27.71,43.870000000000005,15.65,0.0,162.21,77.61,0.8511000000000001
1285,Luxembourg,2002,56484,264.14,86.49000000000001,88.97,37.88,23.64,27.160000000000004,0.0,208.97,55.17,0.8511000000000001
1286,Luxembourg,2003,69768,164.37,65.7,25.1,25.56,17.939999999999998,26.630000000000003,3.44,146.86,17.509999999999998,0.8511000000000001
1287,Luxembourg,2004,80639,189.54,78.42999999999999,31.62,37.739999999999995,27.06,14.69,0.0,147.75,41.79,0.8511000000000001
1288,Luxembourg,2005,85397,159.07,73.58,21.830000000000002,30.16,12.04,21.46,0.0,137.75,21.32,0.88
1289,Luxembourg,2006,95351,183.79,78.63000000000001,33.39,45.79,11.950000000000001,14.03,0.0,150.01,33.78,0.8511000000000001
1290,Luxembourg,2007,112581,183.89000000000001,36.44,55.989999999999995,44.88,32.44,14.14,0.0,125.85,58.04,0.8511000000000001
1291,Luxembourg,2008,121315,112.31,47.620000000000005,20.59,29.71,14.39,0.0,0.0,93.84,18.47,0.8511000000000001
1292,Luxembourg,2009,109483,110.95,29.590000000000003,29.07,29.36,19.61,3.32,0.0,87.62,23.330000000000002,0.8511000000000001
1293,Luxembourg,2010,111328,141.16,60.89,17.34,36.230000000000004,13.75,9.75,3.2,118.05,23.11,0.886
1294,Luxembourg,2011,122729,136.53,54.12,21.130000000000003,31.810000000000002,13.36,16.11,0.0,86.84,49.69,0.888
1295,Luxembourg,2012,113120,140.18,60.73,26.700000000000003,21.57,12.879999999999999,18.3,0.0,112.94,27.24,0.888
1296,Luxembourg,2013,120423,91.48,30.41,33.66,16.44,5.04,5.93,0.0,56.769999999999996,34.71,0.89
1297,Luxembourg,2014,126352,147.88,40.730000000000004,43.99,26.240000000000002,21.78,11.99,3.15,110.47,37.410000000000004,0.892
1298,Luxembourg,2015,107456,134.4,35.269999999999996,46.15,25.85,9.32,14.52,3.29,95.8,38.6,0.8511000000000001
1300,Maldives,2000,2524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603
1301,Maldives,2001,3406,110.49,102.46,0.0,0.0,5.03,3.0,0.0,8.030000000000001,102.46,0.6535
1302,Maldives,2002,3401,9.84,0.0,0.0,4.15,0.0,5.69,0.0,6.890000000000001,2.95,0.6535
1303,Maldives,2003,3867,15.52,0.0,0.0,15.52,0.0,0.0,0.0,11.57,3.95,0.6535
1304,Maldives,2004,4373,3.74,0.0,0.0,3.74,0.0,0.0,0.0,0.0,3.74,0.6535
1305,Maldives,2005,4026,2.75,0.0,0.0,0.0,0.0,0.0,2.75,2.75,0.0,0.638
1306,Maldives,2007,6115,14.36,0.0,0.0,0.0,9.72,4.640000000000001,0.0,8.030000000000001,6.33,0.6535
1307,Maldives,2008,7236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6535
1308,Maldives,2010,7806,1.99,0.0,0.0,0.0,0.0,1.99,0.0,1.99,0.0,0.6830000000000002
1309,Maldives,2011,8135,5.39,0.0,0.0,0.0,2.07,0.0,3.32,5.39,0.0,0.69
1310,Malta,1985,3639,8.76,0.0,4.63,0.0,0.0,4.13,0.0,8.76,0.0,0.713
1311,Malta,1986,4544,3.61,0.0,0.0,0.0,3.61,0.0,0.0,0.0,3.61,0.7903
1312,Malta,1987,5517,18.87,18.87,0.0,0.0,0.0,0.0,0.0,18.87,0.0,0.7903
1313,Malta,1988,6295,28.61,0.0,0.0,6.68,14.059999999999999,7.87,0.0,25.0,3.61,0.7903
1314,Malta,1989,6539,89.96000000000001,17.86,16.26,14.94,21.14,19.76,0.0,76.45,13.51,0.7903
1315,Malta,1990,7780,23.75,0.0,4.0,8.44,3.5,7.81,0.0,23.75,0.0,0.729
1316,Malta,1991,8313,30.34,0.0,0.0,8.17,10.68,11.49,0.0,28.33,2.01,0.7903
1317,Malta,1992,9040,87.14,36.36,20.939999999999998,7.91,14.44,7.49,0.0,71.74,15.4,0.7903
1318,Malta,1993,8022,47.54,0.0,13.68,11.64,18.560000000000002,3.66,0.0,29.76,17.78,0.7903
1319,Malta,1994,8775,64.69,29.490000000000002,0.0,13.299999999999999,11.15,10.75,0.0,49.28,15.41,0.7903
1320,Malta,1995,9974,47.02,0.0,10.25,14.85,7.789999999999999,14.13,0.0,32.58,14.44,0.741
1321,Malta,1996,10254,47.43,15.63,3.61,1.81,15.93,10.45,0.0,43.26,4.17,0.7903
1322,Malta,1997,10575,70.68,29.85,3.0,7.09,16.740000000000002,14.0,0.0,55.44,15.24,0.7903
1323,Malta,1998,11103,30.63,0.0,14.34,12.19,4.1,0.0,0.0,28.869999999999997,1.76,0.7903
1324,Malta,1999,11607,91.76,23.25,16.21,20.860000000000003,24.49,6.95,0.0,71.42,20.34,0.7903
1325,Malta,2000,11873,78.05,26.7,9.33,22.520000000000003,16.18,3.32,0.0,61.75,16.3,0.766
1326,Malta,2001,11691,85.28999999999999,8.33,24.299999999999997,20.68,15.29,16.689999999999998,0.0,61.66,23.63,0.7903
1327,Malta,2002,12524,55.28,8.03,16.46,12.16,18.630000000000003,0.0,0.0,28.44,26.84,0.7903
1328,Malta,2003,14444,74.94,24.26,13.629999999999999,8.77,24.97,3.31,0.0,66.99,7.95,0.7903
1329,Malta,2004,15916,85.82000000000001,39.02,15.379999999999999,17.75,0.0,13.67,0.0,51.660000000000004,34.16,0.7903
1330,Malta,2005,16648,67.94,34.39,12.37,17.8,3.38,0.0,0.0,62.06,5.88,0.802
1331,Malta,2006,17504,87.21000000000001,33.28,14.05,19.67,10.09,10.12,0.0,77.36,9.850000000000001,0.7903
1332,Malta,2007,20333,73.84,17.52,11.69,21.32,16.49,6.82,0.0,67.12,6.72,0.7903
1333,Malta,2008,23007,38.68,10.45,9.08,12.52,3.22,3.41,0.0,35.03,3.65,0.7903
1334,Malta,2009,21695,107.12,20.33,19.84,17.72,35.43,13.8,0.0,96.64,10.48,0.7903
1335,Malta,2010,22132,82.11,19.58,12.59,30.13,9.54,10.27,0.0,78.08,4.03,0.824
1336,Malta,2011,23984,47.5,0.0,8.32,15.95,12.78,10.45,0.0,47.5,0.0,0.822
1337,Malta,2012,23074,59.87,8.9,20.07,17.9,9.51,3.49,0.0,48.730000000000004,11.14,0.83
1338,Malta,2013,25191,57.22,8.51,7.91,19.4,9.61,6.98,4.81,53.85,3.37,0.8370000000000001
1339,Malta,2014,27634,102.08,40.54,11.51,24.59,9.469999999999999,10.89,5.08,86.17999999999999,15.9,0.839
1340,Malta,2015,25750,78.27,0.0,18.72,21.06,27.38,11.11,0.0,62.019999999999996,16.25,0.7903
1341,Mauritius,1985,1223,143.13,22.73,28.22,26.74,28.349999999999998,36.129999999999995,0.96,81.61,61.519999999999996,0.575
1342,Mauritius,1986,1636,30.07,0.0,2.19,7.38,10.14,10.36,0.0,22.07,8.0,0.7079
1343,Mauritius,1987,2073,171.94,22.22,19.16,42.64,33.76,50.31,3.85,95.61999999999999,76.32,0.7079
1344,Mauritius,1988,2317,246.11,62.5,35.92,53.68,49.44,41.760000000000005,2.81,186.66,59.45,0.7079
1345,Mauritius,1989,2349,211.64000000000001,58.07,26.66,40.33,51.64,30.160000000000004,4.78,152.31,59.33,0.7079
1346,Mauritius,1990,2820,163.18,0.0,34.410000000000004,37.53,45.04,42.379999999999995,3.82,102.99,60.19,0.619
1347,Mauritius,1991,3045,196.79,47.62,34.65,31.7,48.18,31.669999999999998,2.97,149.19,47.6,0.7079
1348,Mauritius,1992,3400,198.99,53.92,22.150000000000002,51.370000000000005,35.03,31.509999999999998,5.01,143.89000000000001,55.1,0.7079
1349,Mauritius,1993,3405,174.99,29.41,32.09,33.26,45.76,30.439999999999998,4.029999999999999,127.42,47.57,0.7079
1350,Mauritius,1994,3658,154.65,22.35,24.44,24.12,48.2,34.5,1.04,125.59,29.06,0.7079
1351,Mauritius,1995,4115,182.65,35.59,36.43,42.8,37.61,27.08,3.14,140.88,41.77,0.647
1352,Mauritius,1996,4444,166.14000000000001,7.58,42.13,34.68,45.410000000000004,34.21,2.13,120.43,45.71,0.7079
1353,Mauritius,1997,4139,143.57,25.64,26.799999999999997,31.87,31.25,25.93,2.08,123.12,20.45,0.7079
1354,Mauritius,1998,4063,154.77,7.04,23.36,35.9,52.99,33.46,2.02,108.78,45.99,0.7079
1355,Mauritius,1999,4117,186.04,34.48,12.9,47.5,60.36,29.799999999999997,1.0,135.82999999999998,50.21,0.7079
1356,Mauritius,2000,4339,140.82,10.27,25.61,30.53,39.32,35.09,0.0,113.24,27.58,0.674
1357,Mauritius,2001,4244,121.83999999999999,15.35,28.18,27.709999999999997,27.92,20.689999999999998,1.99,82.78,39.06,0.7079
1358,Mauritius,2002,4415,131.9,9.27,27.7,30.619999999999997,36.35,27.96,0.0,104.6,27.3,0.7079
1359,Mauritius,2003,5136,94.02,8.94,25.04,18.45,26.38,14.23,0.98,71.6,22.42,0.7079
1360,Mauritius,2004,5789,100.99,17.58,14.18,23.9,28.919999999999998,16.41,0.0,80.87,20.12,0.7079
1361,Mauritius,2005,5641,102.51,13.740000000000002,24.049999999999997,25.860000000000003,23.270000000000003,14.600000000000001,0.99,76.44,26.07,0.722
1362,Mauritius,2006,6246,163.68,67.89,18.59,25.259999999999998,23.75,27.17,1.02,124.64,39.04,0.7079
1363,Mauritius,2007,7179,141.45,34.83,15.03,26.240000000000002,36.15,28.159999999999997,1.04,114.50999999999999,26.939999999999998,0.7079
1364,Mauritius,2008,8716,78.13,0.0,26.04,14.52,23.22,13.29,1.06,66.97,11.16,0.7079
1365,Mauritius,2009,7873,106.07,12.27,13.98,27.24,25.28,23.17,4.13,80.11,25.96,0.7079
1366,Mauritius,2010,8587,111.83,31.98,16.66,19.740000000000002,26.45,17.0,0.0,93.42,18.41,0.7559999999999999
1367,Mauritius,2011,9817,120.04,23.37,15.89,24.12,32.61,22.95,1.1,98.66,21.38,0.762
1368,Mauritius,2012,9884,114.25,19.53,17.5,22.89,32.13,18.869999999999997,3.33,86.9,27.349999999999998,0.7719999999999999
1369,Mauritius,2013,10572,97.67,13.67,13.469999999999999,20.22,21.89,26.14,2.28,83.17,14.5,0.775
1370,Mauritius,2014,11120,115.45,14.64,7.79,26.849999999999998,34.59,28.09,3.49,87.14,28.31,0.777
1371,Mauritius,2015,10125,99.97,12.89,12.12,23.35,29.66,21.95,0.0,74.72,25.25,0.7079
1372,Mexico,1985,2730,38.17,11.43,6.79,6.5,7.07,5.75,0.63,32.89,5.28,0.634
1373,Mexico,1986,1873,45.74,16.52,7.82,6.87,7.89,6.13,0.51,41.05,4.6899999999999995,0.7132
1374,Mexico,1987,2064,41.43,12.51,7.41,7.17,7.87,5.96,0.51,36.37,5.0600000000000005,0.7132
1375,Mexico,1988,2630,42.22,13.99,8.11,6.44,7.13,5.96,0.59,36.96,5.26,0.7132
1376,Mexico,1989,3125,48.26,18.23,9.02,7.29,7.07,6.13,0.52,43.18,5.08,0.7132
1377,Mexico,1990,3595,48.85,18.56,9.379999999999999,7.24,6.989999999999999,6.1899999999999995,0.49,43.94,4.91,0.648
1378,Mexico,1991,4204,47.69,15.79,9.450000000000001,7.260000000000001,7.6,6.98,0.61,42.13,5.56,0.7132
1379,Mexico,1992,4830,52.07,18.39,9.52,7.59,8.89,7.1,0.5800000000000001,46.3,5.7700000000000005,0.7132
1380,Mexico,1993,6518,52.0,17.76,9.57,8.41,8.39,7.26,0.61,46.76,5.24,0.7132
1381,Mexico,1994,6735,55.92,19.01,10.57,8.280000000000001,9.14,8.24,0.6799999999999999,49.5,6.42,0.7132
1382,Mexico,1995,4505,59.09,19.790000000000003,10.350000000000001,8.34,10.33,9.56,0.72,52.64,6.45,0.67
1383,Mexico,1996,4904,56.33,17.23,10.03,8.9,9.91,9.46,0.8,50.08,6.25,0.7132
1384,Mexico,1997,5864,57.07,15.67,8.950000000000001,9.16,10.97,11.34,0.98,50.47,6.6000000000000005,0.7132
1385,Mexico,1998,6064,56.84,16.7,8.760000000000002,8.719999999999999,11.149999999999999,10.43,1.08,50.230000000000004,6.61,0.7132
1386,Mexico,1999,6800,54.89,14.93,9.42,8.58,10.02,11.07,0.87,48.44,6.449999999999999,0.7132
1387,Mexico,2000,7892,54.89,14.17,9.28,9.23,10.57,10.61,1.03,47.98,6.91,0.699
1388,Mexico,2001,8311,63.3,20.35,9.86,9.43,11.12,11.32,1.2200000000000002,54.91,8.39,0.7132
1389,Mexico,2002,8357,58.36,15.07,9.770000000000001,9.84,10.84,11.4,1.44,50.56,7.800000000000001,0.7132
1390,Mexico,2003,7779,63.0,17.61,10.610000000000001,10.27,11.35,11.92,1.24,54.76,8.24,0.7132
1391,Mexico,2004,8217,60.75,16.07,10.68,10.13,11.24,11.36,1.27,52.44,8.31,0.7132
1392,Mexico,2005,9071,62.22,16.78,9.700000000000001,10.879999999999999,11.9,11.63,1.33,53.910000000000004,8.31,0.722
1393,Mexico,2006,9906,59.22,14.52,10.3,10.16,11.25,11.5,1.49,51.31,7.91,0.7132
1394,Mexico,2007,10496,58.01,13.81,9.879999999999999,10.399999999999999,11.690000000000001,11.07,1.16,49.64,8.37,0.7132
1395,Mexico,2008,10864,60.83,14.0,10.43,10.780000000000001,11.84,12.22,1.56,51.67,9.16,0.7132
1396,Mexico,2009,8651,64.14,14.61,11.03,11.78,12.420000000000002,12.69,1.6099999999999999,54.42,9.72,0.7132
1397,Mexico,2010,9991,61.01,14.32,10.1,10.74,11.48,12.83,1.54,52.16,8.85,0.746
1398,Mexico,2011,10965,65.52,12.959999999999999,10.79,11.33,12.770000000000001,15.57,2.1,55.16,10.36,0.7479999999999999
1399,Mexico,2012,10982,63.43,13.7,10.18,10.79,12.42,14.62,1.72,53.32,10.11,0.754
1400,Mexico,2013,11478,64.99,13.0,10.87,11.940000000000001,13.65,14.09,1.44,54.71,10.28,0.755
1401,Mexico,2014,11663,68.38,13.29,11.18,12.68,13.99,15.19,2.05,57.089999999999996,11.290000000000001,0.7559999999999999
1402,Mexico,2015,10228,66.57,11.99,10.28,12.18,14.32,15.799999999999999,2.0,55.099999999999994,11.469999999999999,0.7132
1403,Montenegro,2000,1701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
1404,Montenegro,2001,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
1405,Montenegro,2002,2220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
1406,Montenegro,2003,2946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
1407,Montenegro,2004,3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
1408,Montenegro,2005,3870,274.48,95.22999999999999,83.96000000000001,44.28,42.9,8.11,0.0,189.13,85.35,0.75
1409,Montenegro,2006,4654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
1410,Montenegro,2007,6268,335.53,172.26999999999998,74.84,43.22,32.879999999999995,10.02,2.3,257.15999999999997,78.37,0.75
1411,Montenegro,2008,7705,308.09000000000003,131.47,80.03,43.269999999999996,30.07,16.3,6.95,197.89000000000001,110.2,0.75
1412,Montenegro,2009,7023,275.93,146.14,60.94,51.82,6.35,8.34,2.34,212.31,63.62,0.75
1413,Netherlands,1985,10428,159.89000000000001,51.71,38.13,28.72,26.88,13.74,0.71,110.56,49.33,0.799
1414,Netherlands,1986,14479,158.28,55.77,36.879999999999995,29.14,24.33,11.74,0.42,107.36,50.92,0.8847000000000002
1415,Netherlands,1987,17560,157.17000000000002,55.040000000000006,36.019999999999996,28.16,24.68,12.84,0.43,105.22,51.949999999999996,0.8847000000000002
1416,Netherlands,1988,18661,147.6,52.050000000000004,34.09,25.659999999999997,24.46,10.57,0.77,102.22,45.38,0.8847000000000002
1417,Netherlands,1989,18310,136.01,39.83,33.42,26.410000000000004,22.58,13.33,0.44,90.3,45.71,0.8847000000000002
1418,Netherlands,1990,22425,136.17,48.97,26.68,24.9,23.07,11.77,0.78,90.07,46.1,0.8290000000000001
1419,Netherlands,1991,22906,150.49,53.550000000000004,32.34,27.17,23.759999999999998,13.34,0.33,104.23,46.26,0.8847000000000002
1420,Netherlands,1992,25205,143.49,49.45,30.33,28.1,22.47,12.8,0.34,100.03,43.46,0.8847000000000002
1421,Netherlands,1993,24385,135.98,42.45,30.02,25.74,23.38,13.850000000000001,0.54,93.06,42.92,0.8847000000000002
1422,Netherlands,1994,25997,136.96,43.28,29.46,27.82,22.770000000000003,13.2,0.43,98.7,38.26,0.8847000000000002
1423,Netherlands,1995,30850,125.02,35.67,27.240000000000002,26.85,21.05,13.57,0.64,85.79,39.230000000000004,0.8610000000000001
1424,Netherlands,1996,30625,135.07,44.480000000000004,26.93,26.909999999999997,23.869999999999997,12.35,0.53,93.86,41.21,0.8847000000000002
1425,Netherlands,1997,28156,136.57,45.709999999999994,25.82,25.53,22.67,15.709999999999999,1.13,95.3,41.269999999999996,0.8847000000000002
1426,Netherlands,1998,29351,128.5,42.19,25.63,24.83,23.47,11.45,0.9299999999999999,90.08,38.42,0.8847000000000002
1427,Netherlands,1999,29799,123.16,36.44,25.049999999999997,25.96,21.53,12.959999999999999,1.22,85.44,37.72,0.8847000000000002
1428,Netherlands,2000,27644,118.99,36.1,25.47,27.130000000000003,18.48,11.309999999999999,0.5,84.37,34.62,0.8770000000000001
1429,Netherlands,2001,28366,116.3,36.19,22.060000000000002,26.89,20.1,10.75,0.31,83.21000000000001,33.09,0.8847000000000002
1430,Netherlands,2002,30757,119.73,34.41,25.299999999999997,28.470000000000002,19.92,10.93,0.7,84.42,35.31,0.8847000000000002
1431,Netherlands,2003,37614,113.33,32.75,25.39,26.47,18.47,9.95,0.30000000000000004,77.99,35.339999999999996,0.8847000000000002
1432,Netherlands,2004,42614,111.16,31.76,23.060000000000002,29.130000000000003,16.41,9.9,0.8999999999999999,77.67,33.49,0.8847000000000002
1433,Netherlands,2005,44289,113.28,28.37,24.42,29.42,18.48,11.3,1.29,79.81,33.47,0.891
1434,Netherlands,2006,47281,113.19,30.75,23.71,27.08,18.58,12.66,0.41000000000000003,81.24,31.95,0.8847000000000002
1435,Netherlands,2007,54418,97.44,24.88,22.330000000000002,23.970000000000002,15.91,9.45,0.8999999999999999,69.85,27.59,0.8847000000000002
1436,Netherlands,2008,60375,102.09,26.35,23.630000000000003,25.93,15.92,9.77,0.49,72.97,29.12,0.8847000000000002
1437,Netherlands,2009,54988,108.3,29.29,24.09,27.91,16.28,9.93,0.7999999999999999,78.15,30.15,0.8847000000000002
1438,Netherlands,2010,53302,109.49000000000001,25.05,26.61,28.5,16.759999999999998,11.98,0.59,78.64,30.85,0.9090000000000001
