country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Australia,1997,male,5-14 years,7,1347206,0.52,Australia1997,0.91275,"434,568,007,513",25234,Millenials
Australia,1998,male,25-34 years,579,1434140,40.37,Australia1998,0.91275,"398,899,138,574",22897,Generation X
Australia,1998,male,35-54 years,773,2687916,28.76,Australia1998,0.91275,"398,899,138,574",22897,Boomers
Australia,1998,male,15-24 years,353,1330598,26.53,Australia1998,0.91275,"398,899,138,574",22897,Generation X
Australia,1998,male,75+ years,96,379719,25.28,Australia1998,0.91275,"398,899,138,574",22897,G.I. Generation
Australia,1998,male,55-74 years,301,1444867,20.83,Australia1998,0.91275,"398,899,138,574",22897,Silent
Australia,1998,female,25-34 years,109,1443163,7.55,Australia1998,0.91275,"398,899,138,574",22897,Generation X
Australia,1998,female,35-54 years,202,2680955,7.53,Australia1998,0.91275,"398,899,138,574",22897,Boomers
Australia,1998,female,75+ years,40,607609,6.58,Australia1998,0.91275,"398,899,138,574",22897,G.I. Generation
Australia,1998,female,15-24 years,81,1280391,6.33,Australia1998,0.91275,"398,899,138,574",22897,Generation X
Australia,1998,female,55-74 years,90,1486036,6.06,Australia1998,0.91275,"398,899,138,574",22897,Silent
Australia,1998,male,5-14 years,6,1355317,0.44,Australia1998,0.91275,"398,899,138,574",22897,Millenials
Australia,1998,female,5-14 years,2,1291019,0.15,Australia1998,0.91275,"398,899,138,574",22897,Millenials
Australia,1999,male,25-34 years,511,1431712,35.69,Australia1999,0.91275,"388,395,162,301",22016,Generation X
Australia,1999,male,75+ years,119,397612,29.93,Australia1999,0.91275,"388,395,162,301",22016,G.I. Generation
Australia,1999,male,35-54 years,741,2733238,27.11,Australia1999,0.91275,"388,395,162,301",22016,Boomers
Australia,1999,male,15-24 years,303,1326531,22.84,Australia1999,0.91275,"388,395,162,301",22016,Generation X
Australia,1999,male,55-74 years,315,1482441,21.25,Australia1999,0.91275,"388,395,162,301",22016,Silent
Australia,1999,female,25-34 years,117,1443911,8.1,Australia1999,0.91275,"388,395,162,301",22016,Generation X
Australia,1999,female,35-54 years,201,2735588,7.35,Australia1999,0.91275,"388,395,162,301",22016,Boomers
Australia,1999,female,15-24 years,70,1277560,5.48,Australia1999,0.91275,"388,395,162,301",22016,Generation X
Australia,1999,female,55-74 years,74,1516348,4.88,Australia1999,0.91275,"388,395,162,301",22016,Silent
Australia,1999,female,75+ years,21,630042,3.33,Australia1999,0.91275,"388,395,162,301",22016,G.I. Generation
Australia,1999,male,5-14 years,10,1366184,0.73,Australia1999,0.91275,"388,395,162,301",22016,Millenials
Australia,1999,female,5-14 years,6,1300535,0.46,Australia1999,0.91275,"388,395,162,301",22016,Millenials
Australia,2000,male,25-34 years,466,1430700,32.57,Australia2000,0.898,"415,034,227,218",23219,Generation X
Australia,2000,male,75+ years,115,416077,27.64,Australia2000,0.898,"415,034,227,218",23219,G.I. Generation
Australia,2000,male,35-54 years,745,2769752,26.9,Australia2000,0.898,"415,034,227,218",23219,Boomers
Australia,2000,male,15-24 years,271,1333011,20.33,Australia2000,0.898,"415,034,227,218",23219,Generation X
Australia,2000,male,55-74 years,281,1522620,18.46,Australia2000,0.898,"415,034,227,218",23219,Silent
Australia,2000,female,25-34 years,106,1445332,7.33,Australia2000,0.898,"415,034,227,218",23219,Generation X
Australia,2000,female,35-54 years,200,2782583,7.19,Australia2000,0.898,"415,034,227,218",23219,Boomers
Australia,2000,female,15-24 years,78,1285283,6.07,Australia2000,0.898,"415,034,227,218",23219,Generation X
Australia,2000,female,55-74 years,87,1549060,5.62,Australia2000,0.898,"415,034,227,218",23219,Silent
Australia,2000,female,75+ years,33,652895,5.05,Australia2000,0.898,"415,034,227,218",23219,G.I. Generation
Australia,2000,male,5-14 years,8,1377301,0.58,Australia2000,0.898,"415,034,227,218",23219,Millenials
Australia,2000,female,5-14 years,1,1309796,0.08,Australia2000,0.898,"415,034,227,218",23219,Millenials
Australia,2001,male,25-34 years,489,1427829,34.25,Australia2001,0.91275,"378,215,090,694",20860,Generation X
Australia,2001,male,35-54 years,752,2803465,26.82,Australia2001,0.91275,"378,215,090,694",20860,Boomers
Australia,2001,male,75+ years,115,437528,26.28,Australia2001,0.91275,"378,215,090,694",20860,Silent
Australia,2001,male,15-24 years,280,1351444,20.72,Australia2001,0.91275,"378,215,090,694",20860,Millenials
Australia,2001,male,55-74 years,296,1566014,18.9,Australia2001,0.91275,"378,215,090,694",20860,Silent
Australia,2001,female,35-54 years,226,2827367,7.99,Australia2001,0.91275,"378,215,090,694",20860,Boomers
Australia,2001,female,25-34 years,109,1445867,7.54,Australia2001,0.91275,"378,215,090,694",20860,Generation X
Australia,2001,female,75+ years,39,677113,5.76,Australia2001,0.91275,"378,215,090,694",20860,Silent
Australia,2001,female,55-74 years,81,1585702,5.11,Australia2001,0.91275,"378,215,090,694",20860,Silent
Australia,2001,female,15-24 years,63,1303713,4.83,Australia2001,0.91275,"378,215,090,694",20860,Millenials
Australia,2001,female,5-14 years,4,1317968,0.3,Australia2001,0.91275,"378,215,090,694",20860,Millenials
Australia,2001,male,5-14 years,4,1386873,0.29,Australia2001,0.91275,"378,215,090,694",20860,Millenials
Australia,2002,male,25-34 years,452,1433165,31.54,Australia2002,0.91275,"394,486,709,920",21474,Generation X
Australia,2002,male,35-54 years,744,2820596,26.38,Australia2002,0.91275,"394,486,709,920",21474,Boomers
Australia,2002,male,75+ years,101,456942,22.1,Australia2002,0.91275,"394,486,709,920",21474,Silent
Australia,2002,male,15-24 years,246,1372770,17.92,Australia2002,0.91275,"394,486,709,920",21474,Millenials
Australia,2002,male,55-74 years,266,1626692,16.35,Australia2002,0.91275,"394,486,709,920",21474,Silent
Australia,2002,female,35-54 years,213,2845525,7.49,Australia2002,0.91275,"394,486,709,920",21474,Boomers
Australia,2002,female,25-34 years,103,1444148,7.13,Australia2002,0.91275,"394,486,709,920",21474,Generation X
Australia,2002,female,55-74 years,92,1643643,5.6,Australia2002,0.91275,"394,486,709,920",21474,Silent
Australia,2002,female,75+ years,36,696793,5.17,Australia2002,0.91275,"394,486,709,920",21474,Silent
Australia,2002,female,15-24 years,58,1316527,4.41,Australia2002,0.91275,"394,486,709,920",21474,Millenials
Australia,2002,female,5-14 years,4,1321845,0.3,Australia2002,0.91275,"394,486,709,920",21474,Millenials
Australia,2002,male,5-14 years,4,1391412,0.29,Australia2002,0.91275,"394,486,709,920",21474,Millenials
Australia,2003,male,25-34 years,394,1437607,27.41,Australia2003,0.91275,"466,294,700,058",25059,Generation X
Australia,2003,male,35-54 years,654,2840522,23.02,Australia2003,0.91275,"466,294,700,058",25059,Boomers
Australia,2003,male,75+ years,103,476387,21.62,Australia2003,0.91275,"466,294,700,058",25059,Silent
Australia,2003,male,15-24 years,243,1394989,17.42,Australia2003,0.91275,"466,294,700,058",25059,Millenials
Australia,2003,male,55-74 years,284,1681943,16.89,Australia2003,0.91275,"466,294,700,058",25059,Silent
Australia,2003,female,25-34 years,106,1444160,7.34,Australia2003,0.91275,"466,294,700,058",25059,Generation X
Australia,2003,female,35-54 years,195,2868971,6.8,Australia2003,0.91275,"466,294,700,058",25059,Boomers
Australia,2003,female,55-74 years,91,1697104,5.36,Australia2003,0.91275,"466,294,700,058",25059,Silent
Australia,2003,female,15-24 years,48,1333189,3.6,Australia2003,0.91275,"466,294,700,058",25059,Millenials
Australia,2003,female,75+ years,24,716236,3.35,Australia2003,0.91275,"466,294,700,058",25059,Silent
Australia,2003,female,5-14 years,7,1323202,0.53,Australia2003,0.91275,"466,294,700,058",25059,Millenials
Australia,2003,male,5-14 years,7,1393719,0.5,Australia2003,0.91275,"466,294,700,058",25059,Millenials
Australia,2004,male,25-34 years,386,1441319,26.78,Australia2004,0.91275,"611,904,253,806",32454,Generation X
Australia,2004,male,75+ years,126,489016,25.77,Australia2004,0.91275,"611,904,253,806",32454,Silent
Australia,2004,male,35-54 years,655,2868425,22.83,Australia2004,0.91275,"611,904,253,806",32454,Boomers
Australia,2004,male,55-74 years,293,1721736,17.02,Australia2004,0.91275,"611,904,253,806",32454,Silent
Australia,2004,male,15-24 years,205,1420482,14.43,Australia2004,0.91275,"611,904,253,806",32454,Millenials
Australia,2004,female,35-54 years,183,2902618,6.3,Australia2004,0.91275,"611,904,253,806",32454,Boomers
Australia,2004,female,25-34 years,82,1446557,5.67,Australia2004,0.91275,"611,904,253,806",32454,Generation X
Australia,2004,female,75+ years,40,726532,5.51,Australia2004,0.91275,"611,904,253,806",32454,Silent
Australia,2004,female,15-24 years,67,1364452,4.91,Australia2004,0.91275,"611,904,253,806",32454,Millenials
Australia,2004,female,55-74 years,69,1741477,3.96,Australia2004,0.91275,"611,904,253,806",32454,Silent
Australia,2004,male,5-14 years,7,1402222,0.5,Australia2004,0.91275,"611,904,253,806",32454,Millenials
Australia,2004,female,5-14 years,1,1329715,0.08,Australia2004,0.91275,"611,904,253,806",32454,Millenials
Australia,2006,male,35-54 years,686,2894571,23.7,Australia2006,0.91275,"745,521,862,833",39014,Boomers
Australia,2006,male,75+ years,114,506926,22.49,Australia2006,0.91275,"745,521,862,833",39014,Silent
Australia,2006,male,25-34 years,277,1442942,19.2,Australia2006,0.91275,"745,521,862,833",39014,Generation X
Australia,2006,male,55-74 years,309,1772439,17.43,Australia2006,0.91275,"745,521,862,833",39014,Silent
Australia,2006,male,15-24 years,230,1446866,15.9,Australia2006,0.91275,"745,521,862,833",39014,Millenials
Australia,2006,female,35-54 years,195,2934459,6.65,Australia2006,0.91275,"745,521,862,833",39014,Boomers
Australia,2006,female,55-74 years,115,1798232,6.4,Australia2006,0.91275,"745,521,862,833",39014,Silent
Australia,2006,female,75+ years,41,743060,5.52,Australia2006,0.91275,"745,521,862,833",39014,Silent
Australia,2006,female,25-34 years,74,1444570,5.12,Australia2006,0.91275,"745,521,862,833",39014,Generation X
Australia,2006,female,15-24 years,68,1388615,4.9,Australia2006,0.91275,"745,521,862,833",39014,Millenials
Australia,2006,male,5-14 years,7,1404186,0.5,Australia2006,0.91275,"745,521,862,833",39014,Millenials
Australia,2006,female,5-14 years,1,1332380,0.08,Australia2006,0.91275,"745,521,862,833",39014,Millenials
Australia,2007,male,25-34 years,341,1470431,23.19,Australia2007,0.91275,"851,962,785,585",43171,Generation X
Australia,2007,male,35-54 years,687,2977977,23.07,Australia2007,0.91275,"851,962,785,585",43171,Boomers
Australia,2007,male,75+ years,124,539184,23.0,Australia2007,0.91275,"851,962,785,585",43171,Silent
Australia,2007,male,55-74 years,305,1877160,16.25,Australia2007,0.91275,"851,962,785,585",43171,Silent
Australia,2007,male,15-24 years,234,1515524,15.44,Australia2007,0.91275,"851,962,785,585",43171,Millenials
Australia,2007,female,35-54 years,219,3025248,7.24,Australia2007,0.91275,"851,962,785,585",43171,Boomers
Australia,2007,female,55-74 years,118,1911478,6.17,Australia2007,0.91275,"851,962,785,585",43171,Silent
Australia,2007,female,25-34 years,90,1460752,6.16,Australia2007,0.91275,"851,962,785,585",43171,Generation X
Australia,2007,female,15-24 years,66,1440419,4.58,Australia2007,0.91275,"851,962,785,585",43171,Millenials
Australia,2007,female,75+ years,33,770691,4.28,Australia2007,0.91275,"851,962,785,585",43171,Silent
Australia,2007,male,5-14 years,8,1408182,0.57,Australia2007,0.91275,"851,962,785,585",43171,Generation Z
Australia,2007,female,5-14 years,4,1337384,0.3,Australia2007,0.91275,"851,962,785,585",43171,Generation Z
Australia,2008,male,35-54 years,765,3015761,25.37,Australia2008,0.91275,"1,052,584,601,611",52315,Boomers
Australia,2008,male,25-34 years,354,1512033,23.41,Australia2008,0.91275,"1,052,584,601,611",52315,Generation X
Australia,2008,male,75+ years,121,552931,21.88,Australia2008,0.91275,"1,052,584,601,611",52315,Silent
Australia,2008,male,55-74 years,357,1935161,18.45,Australia2008,0.91275,"1,052,584,601,611",52315,Silent
Australia,2008,male,15-24 years,228,1560974,14.61,Australia2008,0.91275,"1,052,584,601,611",52315,Millenials
Australia,2008,female,35-54 years,231,3066609,7.53,Australia2008,0.91275,"1,052,584,601,611",52315,Boomers
Australia,2008,female,25-34 years,90,1494968,6.02,Australia2008,0.91275,"1,052,584,601,611",52315,Generation X
Australia,2008,female,55-74 years,97,1974752,4.91,Australia2008,0.91275,"1,052,584,601,611",52315,Silent
Australia,2008,female,15-24 years,60,1473105,4.07,Australia2008,0.91275,"1,052,584,601,611",52315,Millenials
Australia,2008,female,75+ years,27,781742,3.45,Australia2008,0.91275,"1,052,584,601,611",52315,Silent
Australia,2008,male,5-14 years,8,1411650,0.57,Australia2008,0.91275,"1,052,584,601,611",52315,Generation Z
Australia,2008,female,5-14 years,3,1340626,0.22,Australia2008,0.91275,"1,052,584,601,611",52315,Generation Z
Australia,2009,male,35-54 years,755,3051649,24.74,Australia2009,0.91275,"926,448,240,318",45128,Boomers
Australia,2009,male,75+ years,135,566784,23.82,Australia2009,0.91275,"926,448,240,318",45128,Silent
Australia,2009,male,25-34 years,336,1567118,21.44,Australia2009,0.91275,"926,448,240,318",45128,Generation X
Australia,2009,male,55-74 years,349,1991883,17.52,Australia2009,0.91275,"926,448,240,318",45128,Silent
Australia,2009,male,15-24 years,210,1605456,13.08,Australia2009,0.91275,"926,448,240,318",45128,Millenials
Australia,2009,female,35-54 years,221,3104929,7.12,Australia2009,0.91275,"926,448,240,318",45128,Boomers
Australia,2009,female,25-34 years,103,1541393,6.68,Australia2009,0.91275,"926,448,240,318",45128,Generation X
Australia,2009,female,55-74 years,116,2037989,5.69,Australia2009,0.91275,"926,448,240,318",45128,Silent
Australia,2009,female,75+ years,43,792218,5.43,Australia2009,0.91275,"926,448,240,318",45128,Silent
Australia,2009,female,15-24 years,66,1506719,4.38,Australia2009,0.91275,"926,448,240,318",45128,Millenials
Australia,2009,female,5-14 years,3,1345910,0.22,Australia2009,0.91275,"926,448,240,318",45128,Generation Z
Australia,2009,male,5-14 years,0,1417269,0.0,Australia2009,0.91275,"926,448,240,318",45128,Generation Z
Australia,2010,male,35-54 years,816,3076853,26.52,Australia2010,0.927,"1,144,260,547,873",54887,Generation X
Australia,2010,male,75+ years,151,582009,25.94,Australia2010,0.927,"1,144,260,547,873",54887,Silent
Australia,2010,male,25-34 years,311,1606526,19.36,Australia2010,0.927,"1,144,260,547,873",54887,Generation X
Australia,2010,male,55-74 years,360,2051197,17.55,Australia2010,0.927,"1,144,260,547,873",54887,Silent
Australia,2010,male,15-24 years,222,1618860,13.71,Australia2010,0.927,"1,144,260,547,873",54887,Millenials
Australia,2010,female,35-54 years,228,3132534,7.28,Australia2010,0.927,"1,144,260,547,873",54887,Generation X
Australia,2010,female,25-34 years,94,1579905,5.95,Australia2010,0.927,"1,144,260,547,873",54887,Generation X
Australia,2010,female,75+ years,43,805401,5.34,Australia2010,0.927,"1,144,260,547,873",54887,Silent
Australia,2010,female,15-24 years,80,1521652,5.26,Australia2010,0.927,"1,144,260,547,873",54887,Millenials
Australia,2010,female,55-74 years,104,2103428,4.94,Australia2010,0.927,"1,144,260,547,873",54887,Silent
Australia,2010,male,5-14 years,7,1420846,0.49,Australia2010,0.927,"1,144,260,547,873",54887,Generation Z
Australia,2010,female,5-14 years,4,1348336,0.3,Australia2010,0.927,"1,144,260,547,873",54887,Generation Z
Australia,2011,male,75+ years,146,588053,24.83,Australia2011,0.93,"1,394,280,784,778",66770,Silent
Australia,2011,male,35-54 years,704,3072726,22.91,Australia2011,0.93,"1,394,280,784,778",66770,Generation X
Australia,2011,male,25-34 years,347,1610295,21.55,Australia2011,0.93,"1,394,280,784,778",66770,Millenials
Australia,2011,male,55-74 years,366,2104816,17.39,Australia2011,0.93,"1,394,280,784,778",66770,Boomers
Australia,2011,male,15-24 years,242,1570069,15.41,Australia2011,0.93,"1,394,280,784,778",66770,Millenials
Australia,2011,female,35-54 years,230,3124328,7.36,Australia2011,0.93,"1,394,280,784,778",66770,Generation X
Australia,2011,female,15-24 years,93,1495053,6.22,Australia2011,0.93,"1,394,280,784,778",66770,Millenials
Australia,2011,female,55-74 years,118,2139108,5.52,Australia2011,0.93,"1,394,280,784,778",66770,Boomers
Australia,2011,female,75+ years,45,817927,5.5,Australia2011,0.93,"1,394,280,784,778",66770,Silent
Australia,2011,female,25-34 years,85,1584036,5.37,Australia2011,0.93,"1,394,280,784,778",66770,Millenials
Australia,2011,female,5-14 years,9,1351751,0.67,Australia2011,0.93,"1,394,280,784,778",66770,Generation Z
Australia,2011,male,5-14 years,7,1423748,0.49,Australia2011,0.93,"1,394,280,784,778",66770,Generation Z
Australia,2012,male,75+ years,158,606842,26.04,Australia2012,0.932,"1,543,411,012,580",72669,Silent
Australia,2012,male,35-54 years,802,3098534,25.88,Australia2012,0.932,"1,543,411,012,580",72669,Generation X
Australia,2012,male,25-34 years,351,1657638,21.17,Australia2012,0.932,"1,543,411,012,580",72669,Millenials
Australia,2012,male,55-74 years,396,2162980,18.31,Australia2012,0.932,"1,543,411,012,580",72669,Boomers
Australia,2012,male,15-24 years,217,1579672,13.74,Australia2012,0.932,"1,543,411,012,580",72669,Millenials
Australia,2012,female,35-54 years,258,3149749,8.19,Australia2012,0.932,"1,543,411,012,580",72669,Generation X
Australia,2012,female,15-24 years,109,1503934,7.25,Australia2012,0.932,"1,543,411,012,580",72669,Millenials
Australia,2012,female,75+ years,52,832122,6.25,Australia2012,0.932,"1,543,411,012,580",72669,Silent
Australia,2012,female,25-34 years,98,1630077,6.01,Australia2012,0.932,"1,543,411,012,580",72669,Millenials
Australia,2012,female,55-74 years,123,2206179,5.58,Australia2012,0.932,"1,543,411,012,580",72669,Boomers
Australia,2012,female,5-14 years,10,1368580,0.73,Australia2012,0.932,"1,543,411,012,580",72669,Generation Z
Australia,2012,male,5-14 years,6,1442602,0.42,Australia2012,0.932,"1,543,411,012,580",72669,Generation Z
Australia,2013,male,75+ years,160,627275,25.51,Australia2013,0.933,"1,573,696,522,007",72856,Silent
Australia,2013,male,35-54 years,754,3118829,24.18,Australia2013,0.933,"1,573,696,522,007",72856,Generation X
Australia,2013,male,25-34 years,329,1702401,19.33,Australia2013,0.933,"1,573,696,522,007",72856,Millenials
Australia,2013,male,55-74 years,418,2221866,18.81,Australia2013,0.933,"1,573,696,522,007",72856,Boomers
Australia,2013,male,15-24 years,267,1591539,16.78,Australia2013,0.933,"1,573,696,522,007",72856,Millenials
Australia,2013,female,35-54 years,275,3171477,8.67,Australia2013,0.933,"1,573,696,522,007",72856,Generation X
Australia,2013,female,55-74 years,145,2276104,6.37,Australia2013,0.933,"1,573,696,522,007",72856,Boomers
Australia,2013,female,15-24 years,95,1512779,6.28,Australia2013,0.933,"1,573,696,522,007",72856,Millenials
Australia,2013,female,25-34 years,95,1676648,5.67,Australia2013,0.933,"1,573,696,522,007",72856,Millenials
Australia,2013,female,75+ years,48,847577,5.66,Australia2013,0.933,"1,573,696,522,007",72856,Silent
Australia,2013,male,5-14 years,16,1464302,1.09,Australia2013,0.933,"1,573,696,522,007",72856,Generation Z
Australia,2013,female,5-14 years,6,1389383,0.43,Australia2013,0.933,"1,573,696,522,007",72856,Generation Z
Australia,2014,male,35-54 years,866,3130341,27.66,Australia2014,0.935,"1,464,955,475,994",66809,Generation X
Australia,2014,male,75+ years,164,649925,25.23,Australia2014,0.935,"1,464,955,475,994",66809,Silent
Australia,2014,male,25-34 years,404,1730968,23.34,Australia2014,0.935,"1,464,955,475,994",66809,Millenials
Australia,2014,male,55-74 years,471,2279114,20.67,Australia2014,0.935,"1,464,955,475,994",66809,Boomers
Australia,2014,male,15-24 years,271,1604935,16.89,Australia2014,0.935,"1,464,955,475,994",66809,Millenials
Australia,2014,female,35-54 years,277,3189475,8.68,Australia2014,0.935,"1,464,955,475,994",66809,Generation X
Australia,2014,female,25-34 years,119,1716803,6.93,Australia2014,0.935,"1,464,955,475,994",66809,Millenials
Australia,2014,female,55-74 years,157,2344644,6.7,Australia2014,0.935,"1,464,955,475,994",66809,Boomers
Australia,2014,female,15-24 years,96,1520955,6.31,Australia2014,0.935,"1,464,955,475,994",66809,Millenials
Australia,2014,female,75+ years,45,865915,5.2,Australia2014,0.935,"1,464,955,475,994",66809,Silent
Australia,2014,female,5-14 years,15,1408758,1.06,Australia2014,0.935,"1,464,955,475,994",66809,Generation Z
Australia,2014,male,5-14 years,6,1485754,0.4,Australia2014,0.935,"1,464,955,475,994",66809,Generation Z
Australia,2015,male,35-54 years,944,3149299,29.97,Australia2015,0.91275,"1,349,034,029,453",60656,Generation X
Australia,2015,male,75+ years,181,673787,26.86,Australia2015,0.91275,"1,349,034,029,453",60656,Silent
Australia,2015,male,25-34 years,423,1762265,24.0,Australia2015,0.91275,"1,349,034,029,453",60656,Millenials
Australia,2015,male,55-74 years,457,2337430,19.55,Australia2015,0.91275,"1,349,034,029,453",60656,Boomers
Australia,2015,male,15-24 years,281,1608990,17.46,Australia2015,0.91275,"1,349,034,029,453",60656,Millenials
Australia,2015,female,35-54 years,294,3203643,9.18,Australia2015,0.91275,"1,349,034,029,453",60656,Generation X
Australia,2015,female,15-24 years,110,1526305,7.21,Australia2015,0.91275,"1,349,034,029,453",60656,Millenials
Australia,2015,female,25-34 years,119,1747715,6.81,Australia2015,0.91275,"1,349,034,029,453",60656,Millenials
Australia,2015,female,55-74 years,152,2411343,6.3,Australia2015,0.91275,"1,349,034,029,453",60656,Boomers
Australia,2015,female,75+ years,52,884347,5.88,Australia2015,0.91275,"1,349,034,029,453",60656,Silent
Australia,2015,female,5-14 years,8,1428159,0.56,Australia2015,0.91275,"1,349,034,029,453",60656,Generation Z
Australia,2015,male,5-14 years,6,1507502,0.4,Australia2015,0.91275,"1,349,034,029,453",60656,Generation Z
